TITULAR;UNIDAD;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO_ACCIDENTE;CATEGORIA;FECHA_ACCIDENTE;FECHA_FALLECIMIENTO
SHOUGANG HIERRO PERU S.A.A.;CPS 1;ICA;NASCA;MARCONA;CAÍDAS DE PERSONAS;Gran y Mediana Minería;6/11/2007;6/11/2007
SOCIEDAD MINERA CERRO VERDE S.A.A.;CERRO VERDE 1,2,3;AREQUIPA;AREQUIPA;YARABAMBA;ACARREO Y TRANSPORTE;Gran y Mediana Minería;16/11/2007;16/11/2007
COMPAÑIA MINERA PODEROSA S.A.;LA PODEROSA DE TRUJILLO;LA LIBERTAD;PATAZ;PATAZ;CAÍDAS DE PERSONAS;Gran y Mediana Minería;16/11/2007;16/11/2007
CENTURY MINING PERU S.A.C.;SAN JUAN DE AREQUIPA;AREQUIPA;CONDESUYOS;RIO GRANDE;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;28/11/2007;28/11/2007
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;RECUPERADA;HUANCAVELICA;ANGARAES;LIRCAY;OTROS TIPOS - DESCARGA ELECTRICA POR RAYO;Gran y Mediana Minería;29/11/2007;29/11/2007
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;2/12/2007;2/12/2007
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;QUIRUVILCA;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;20/12/2007;20/12/2007
NEXA RESOURCES ATACOCHA S.A.A.;ATACOCHA;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;5/01/2008;5/01/2008
NEXA RESOURCES ATACOCHA S.A.A.;ATACOCHA;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;5/01/2008;5/01/2008
CONSORCIO MINERO LA INMACULADA S.A.C.;AGUILA NUEVA 1;PUNO;LAMPA;OCUVIRI;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Pequeña Minería;5/01/2008;5/01/2008
COMPAÑIA MINERA SAN IGNACIO DE MOROCOCHA S.A.A.;SAN VICENTE;JUNIN;CHANCHAMAYO;VITOC;OTROS TIPOS - AHOGAMIENTO POR INUNDACION;Gran y Mediana Minería;6/01/2008;6/01/2008
COMPAÑIA MINERA SAN IGNACIO DE MOROCOCHA S.A.A.;SAN VICENTE;JUNIN;CHANCHAMAYO;VITOC;OTROS TIPOS - AHOGAMIENTO POR INUNDACION;Gran y Mediana Minería;6/01/2008;6/01/2008
COMPAÑIA MINERA SAN IGNACIO DE MOROCOCHA S.A.A.;SAN VICENTE;JUNIN;CHANCHAMAYO;VITOC;OTROS TIPOS - AHOGAMIENTO POR INUNDACION;Gran y Mediana Minería;6/01/2008;6/01/2008
COMPAÑIA MINERA SAN IGNACIO DE MOROCOCHA S.A.A.;SAN VICENTE;JUNIN;CHANCHAMAYO;VITOC;OTROS TIPOS - AHOGAMIENTO POR INUNDACION;Gran y Mediana Minería;6/01/2008;6/01/2008
NYRSTAR ANCASH S.A.;PUCARRAJO;ANCASH;HUARI;SAN MARCOS;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;9/01/2008;9/01/2008
EMPRESA ADMINISTRADORA CHUNGAR S.A.C.;ANIMON;PASCO;PASCO;HUAYLLAY;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;11/01/2008;11/01/2008
MINERA BARRICK MISQUICHILCA S.A.;ACUMULACION ALTO CHICAMA;LA LIBERTAD;OTUZCO;USQUIL;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;15/01/2008;15/01/2008
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;UCHUCCHACUA;LIMA;OYON;OYON;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;26/01/2008;26/01/2008
COMPAÑIA MINERA ANTAPACCAY S.A.;TINTAYA;CUSCO;ESPINAR;ESPINAR;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;30/01/2008;30/01/2008
NEXA RESOURCES ATACOCHA S.A.A.;ATACOCHA;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;30/01/2008;1/02/2008
SOCIEDAD MINERA AUSTRIA DUVAZ S.A.C.;AUSTRIA DUVAZ;JUNIN;YAULI;MOROCOCHA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;2/02/2008;2/02/2008
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;HUARON;PASCO;PASCO;HUAYLLAY;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;8/02/2008;8/02/2008
NEXA RESOURCES PERU S.A.A.;MILPO Nº1;PASCO;PASCO;YANACANCHA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;15/02/2008;16/02/2008
DOE RUN PERU S.R.L. EN LIQUIDACION EN MARCHA;COBRIZA 1126;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;19/02/2008;19/02/2008
NEXA RESOURCES ATACOCHA S.A.A.;ATACOCHA;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;ACARREO Y TRANSPORTE;Gran y Mediana Minería;5/03/2008;5/03/2008
EMPRESA ADMINISTRADORA CHUNGAR S.A.C.;ANIMON;PASCO;PASCO;HUAYLLAY;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;6/03/2008;6/03/2008
EMPRESA MINERA LOS QUENUALES S.A.;CASAPALCA-6;LIMA;HUAROCHIRI;CHICLA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;12/03/2008;12/03/2008
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;CARAVELI;AREQUIPA;CARAVELI;CARAVELI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;14/03/2008;14/03/2008
SOCIEDAD MINERA EL BROCAL S.A.A.;COLQUIJIRCA Nº 2;PASCO;PASCO;TINYAHUARCO;ATRAPADO POR SUCCIÓN DE MINERAL / DESMONTE;Gran y Mediana Minería;19/03/2008;19/03/2008
SOCIEDAD MINERA CERRO VERDE S.A.A.;CERRO VERDE 1,2,3;AREQUIPA;AREQUIPA;YARABAMBA;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;27/03/2008;27/03/2008
SOCIEDAD MINERA DE RECURSOS LINCEARES MAGISTRAL DE HUARAZ S.A.C.;AQUIA;ANCASH;BOLOGNESI;AQUIA;DESPRENDIMIENTO DE ROCAS;Sin Categoría;30/03/2008;30/03/2008
MINERA YANACOCHA S.R.L.;ALMARIS 04;CAJAMARCA;SAN MIGUEL;UNION AGUA BLANCA;CAÍDAS DE PERSONAS CON DESNIVELACIÓN [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO;Gran y Mediana Minería;3/04/2008;3/06/2017
SOCIEDAD MINERA CORONA S.A.;YAURICOCHA;LIMA;YAUYOS;ALIS;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;4/04/2008;4/04/2008
SOCIEDAD MINERA AUSTRIA DUVAZ S.A.C.;AUSTRIA DUVAZ;JUNIN;YAULI;MOROCOCHA;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL CARGUÍO Y DESCARGA DE MINERAL/DESMONTE;Gran y Mediana Minería;6/04/2008;6/04/2008
COMPAÑIA MINERA VALOR S.A.;AREQUIPA-M;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;ATRAPADO POR SUCCIÓN DE MINERAL / DESMONTE;Gran y Mediana Minería;10/04/2008;10/04/2008
COMPAÑIA MINERA ARES S.A.C.;ARCATA;AREQUIPA;CONDESUYOS;CAYARANI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;11/04/2008;11/04/2008
CEDIMIN S.A.C. COMPAÑIA DE EXPLORACIONES DESARROLLO E INVERSIONES MINERAS SAC.;CHAQUELLE;AREQUIPA;CASTILLA;CHOCO;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;16/04/2008;16/04/2008
CEMENTO ANDINO S.A.;AGRUPAMIENTO ANDINO A DE HUANCAYO;JUNIN;TARMA;LA UNION;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;18/04/2008;18/04/2008
MINAS ARIRAHUA S.A.;BARRENO;AREQUIPA;CONDESUYOS;YANAQUIHUA;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL CARGUÍO Y DESCARGA DE MINERAL/DESMONTE;Gran y Mediana Minería;8/05/2008;8/05/2008
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;QUIRUVILCA;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;20/05/2008;20/05/2008
COMPAÑIA MINERA SAN IGNACIO DE MOROCOCHA S.A.A.;SAN VICENTE;JUNIN;CHANCHAMAYO;VITOC;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;24/05/2008;24/05/2008
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;RECUPERADA;HUANCAVELICA;ANGARAES;LIRCAY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;7/06/2008;7/06/2008
NYRSTAR ANCASH S.A.;COLQUIPOCRO;ANCASH;HUAYLAS;PAMPAROMAS;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;10/06/2008;10/06/2008
NYRSTAR ANCASH S.A.;COLQUIPOCRO;ANCASH;HUAYLAS;PAMPAROMAS;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;10/06/2008;10/06/2008
SOCIEDAD MINERA CORONA S.A.;YAURICOCHA;LIMA;YAUYOS;ALIS;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;15/06/2008;15/06/2008
VOLCAN COMPAÑÍA MINERA S.A.A.;ANDAYCHAGUA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;28/06/2008;29/06/2008
MINERA VICUS S.A.C.;CAPACHO DE ORO I;LIMA;BARRANCA;SUPE;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Pequeña Minería;12/07/2008;12/07/2008
NYRSTAR ANCASH S.A.;PUCARRAJO;ANCASH;HUARI;SAN MARCOS;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;12/07/2008;12/07/2008
CASTROVIRREYNA COMPAÑIA MINERA S.A. EN LIQUIDACION;SAN GENARO;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;12/07/2008;12/07/2008
CONSORCIO DE INGENIEROS EJECUTORES MINEROS S.A.;EL COFRE;PUNO;LAMPA;PARATIA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;16/07/2008;16/07/2008
NEXA RESOURCES ATACOCHA S.A.A.;ATACOCHA;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;16/07/2008;26/07/2008
VOLCAN COMPAÑÍA MINERA S.A.A.;CERRO DE PASCO;PASCO;PASCO;SIMON BOLIVAR;CAÍDAS DE PERSONAS;Gran y Mediana Minería;22/07/2008;22/07/2008
CEDIMIN S.A.C. COMPAÑIA DE EXPLORACIONES DESARROLLO E INVERSIONES MINERAS SAC.;CHAQUELLE;AREQUIPA;CASTILLA;CHOCO;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;3/08/2008;3/08/2008
COMPAÑIA MINERA SAN VALENTIN S.A.;SOLITARIA;LIMA;YAUYOS;LARAOS;CAÍDAS DE PERSONAS;Gran y Mediana Minería;6/08/2008;6/08/2008
VOLCAN COMPAÑÍA MINERA S.A.A.;ANDAYCHAGUA;JUNIN;YAULI;YAULI;ACARREO Y TRANSPORTE;Gran y Mediana Minería;11/08/2008;11/08/2008
SOCIEDAD MINERA AUSTRIA DUVAZ S.A.C.;AUSTRIA DUVAZ;JUNIN;YAULI;MOROCOCHA;ACARREO Y TRANSPORTE;Gran y Mediana Minería;11/08/2008;11/08/2008
COMPAÑIA MINERA CARAVELI S.A.C.;CAPITANA;AREQUIPA;CARAVELI;HUANUHUANU;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;28/08/2008;28/08/2008
DOE RUN PERU S.R.L. EN LIQUIDACION EN MARCHA;C.M.LA OROYA-REFINACION 1 Y 2;JUNIN;YAULI;LA OROYA;CAÍDAS DE PERSONAS;Gran y Mediana Minería;29/08/2008;29/08/2008
CONSORCIO MINERO HORIZONTE S.A.;ACUMULACION PARCOY Nº 1;LA LIBERTAD;PATAZ;PARCOY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;7/09/2008;7/09/2008
VOLCAN COMPAÑÍA MINERA S.A.A.;CARAHUACRA;JUNIN;YAULI;YAULI;ACARREO Y TRANSPORTE;Gran y Mediana Minería;9/09/2008;9/09/2008
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;QUIRUVILCA;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;26/09/2008;26/09/2008
VOLCAN COMPAÑÍA MINERA S.A.A.;ANDAYCHAGUA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;26/09/2008;26/09/2008
VOLCAN COMPAÑÍA MINERA S.A.A.;CERRO DE PASCO;PASCO;PASCO;SIMON BOLIVAR;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;29/09/2008;29/09/2008
SHOUGANG HIERRO PERU S.A.A.;CPS 1;ICA;NASCA;MARCONA;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL MANIPULEO DE MATERIALES;Gran y Mediana Minería;1/10/2008;1/10/2008
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;10/10/2008;10/10/2008
EMP.EXPLOTADORA DE VINCHOS LTDA S.A.C.;VINCHOS;PASCO;PASCO;PALLANCHACRA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;24/10/2008;24/10/2008
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;HUARON;PASCO;PASCO;HUAYLLAY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;13/11/2008;13/11/2008
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;UCHUCCHACUA;LIMA;OYON;OYON;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL CARGUÍO Y DESCARGA DE MINERAL/DESMONTE;Gran y Mediana Minería;17/11/2008;17/11/2008
COMPAÑIA MINERA SAN SIMON S.A.;LA VIRGEN;LA LIBERTAD;SANTIAGO DE CHUCO;CACHICADAN;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;26/11/2008;26/11/2008
ANALYTICA MINERAL SERVICES S.A.C.;ORION DE CHALA;AREQUIPA;CARAVELI;ATIQUIPA;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Pequeña Minería;1/12/2008;1/12/2008
NEXA RESOURCES ATACOCHA S.A.A.;ATACOCHA;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;5/12/2008;5/12/2008
COMPAÑIA MINERA CARAVELI S.A.C.;CAPITANA;AREQUIPA;CARAVELI;HUANUHUANU;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;29/12/2008;29/12/2008
EMPRESA ADMINISTRADORA CHUNGAR S.A.C.;ANIMON;PASCO;PASCO;HUAYLLAY;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;12/01/2009;12/01/2009
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;17/01/2009;17/01/2009
COMPAÑIA MINERA ARES S.A.C.;ARCATA;AREQUIPA;CONDESUYOS;CAYARANI;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;17/01/2009;17/01/2009
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;UCHUCCHACUA;LIMA;OYON;OYON;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;24/01/2009;24/01/2009
CONSORCIO MINERO HORIZONTE S.A.;ACUMULACION PARCOY Nº 1;LA LIBERTAD;PATAZ;PARCOY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;1/02/2009;1/02/2009
CONSORCIO MINERO HORIZONTE S.A.;ACUMULACION PARCOY Nº 1;LA LIBERTAD;PATAZ;PARCOY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;1/02/2009;1/02/2009
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;7/02/2009;7/02/2009
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;7/02/2009;7/02/2009
VOLCAN COMPAÑÍA MINERA S.A.A.;CARAHUACRA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;7/02/2009;7/02/2009
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;7/02/2009;7/02/2009
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;7/02/2009;7/02/2009
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;7/02/2009;7/02/2009
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;8/02/2009;8/02/2009
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;8/02/2009;8/02/2009
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;8/02/2009;8/02/2009
MINERA BARRICK MISQUICHILCA S.A.;PIERINA;ANCASH;HUARAZ;JANGAS;CAÍDAS DE PERSONAS;Gran y Mediana Minería;10/02/2009;10/02/2009
COMPAÑIA MINERA ARGENTUM S.A.;ANTICONA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;20/02/2009;20/02/2009
MINSUR SA;ACUMULACION QUENAMARI - SAN RAFAEL;PUNO;MELGAR;ANTAUTA;OTROS - ESTALLIDO DE ROCAS;Gran y Mediana Minería;24/02/2009;24/02/2009
VOLCAN COMPAÑÍA MINERA S.A.A.;CERRO DE PASCO;PASCO;PASCO;SIMON BOLIVAR;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;4/03/2009;3/03/2009
MINERA SUYAMARCA S.A.C.;PALLANCATA;AYACUCHO;PARINACOCHAS;CORONEL CASTAÑEDA;ACARREO Y TRANSPORTE;Gran y Mediana Minería;5/03/2009;5/03/2009
GAUTHIER VELARDE CHRISTIAN ANTONIO;DEMASIA EL COCO Nº 2;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Pequeña Minería;10/03/2009;10/03/2009
CONSORCIO DE INGENIEROS EJECUTORES MINEROS S.A.;EL COFRE;PUNO;LAMPA;PARATIA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;16/03/2009;16/03/2009
NEXA RESOURCES PERU S.A.A.;MILPO Nº1;PASCO;PASCO;YANACANCHA;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;28/03/2009;28/03/2009
NEXA RESOURCES ATACOCHA S.A.A.;ATACOCHA;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL MANIPULEO DE MATERIALES;Gran y Mediana Minería;28/03/2009;29/03/2009
COMPAÑIA MINERA ARGENTUM S.A.;MOROCOCHA;JUNIN;YAULI;MOROCOCHA;OTROS;Gran y Mediana Minería;13/04/2009;13/04/2009
VOLCAN COMPAÑÍA MINERA S.A.A.;ANDAYCHAGUA;JUNIN;YAULI;YAULI;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;21/04/2009;21/04/2009
VOLCAN COMPAÑÍA MINERA S.A.A.;CARAHUACRA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;5/05/2009;5/05/2009
CASTROVIRREYNA COMPAÑIA MINERA S.A. EN LIQUIDACION;SAN GENARO;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;OTROS;Gran y Mediana Minería;7/05/2009;7/05/2009
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;27/05/2009;27/05/2009
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;UCHUCCHACUA;LIMA;OYON;OYON;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;2/06/2009;2/06/2009
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;2/06/2009;2/06/2009
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;HUARON;PASCO;PASCO;HUAYLLAY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;3/06/2009;3/06/2009
VOLCAN COMPAÑÍA MINERA S.A.A.;ANDAYCHAGUA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;5/06/2009;5/06/2009
COMPAÑIA MINERA MISKI MAYO S.R.L.;BAYOVAR 2;PIURA;SECHURA;SECHURA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;16/06/2009;16/06/2009
VOLCAN COMPAÑÍA MINERA S.A.A.;SAN CRISTOBAL;JUNIN;YAULI;YAULI;CAÍDAS DE PERSONAS;Gran y Mediana Minería;17/06/2009;17/06/2009
VOLCAN COMPAÑÍA MINERA S.A.A.;CERRO DE PASCO;PASCO;PASCO;SIMON BOLIVAR;OTROS;Gran y Mediana Minería;25/06/2009;25/06/2009
CASTROVIRREYNA COMPAÑIA MINERA S.A. EN LIQUIDACION;SAN GENARO;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;28/06/2009;2/07/2009
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;30/06/2009;30/06/2009
COMPAÑIA MINERA KURI KULLU S.A.;OYAECHEA 3;PUNO;CARABAYA;OLLACHEA;OTROS;Gran y Mediana Minería;15/07/2009;15/07/2009
DOE RUN PERU S.R.L. EN LIQUIDACION EN MARCHA;C.M.LA OROYA-REFINACION 1 Y 2;JUNIN;YAULI;LA OROYA;GOLPES POR HERRAMIENTAS;Gran y Mediana Minería;15/07/2009;15/07/2009
CORPORACION MINERA CASTROVIRREYNA S.A. EN LIQUIDACION;N 1 RELIQUIAS;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;18/07/2009;18/07/2009
DOE RUN PERU S.R.L. EN LIQUIDACION EN MARCHA;COBRIZA 1126;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;20/07/2009;20/07/2009
VOLCAN COMPAÑÍA MINERA S.A.A.;CERRO DE PASCO;PASCO;PASCO;SIMON BOLIVAR;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;23/07/2009;23/07/2009
NYRSTAR ANCASH S.A.;CONTONGA;ANCASH;HUARI;HUACHIS;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;2/08/2009;2/08/2009
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;UCHUCCHACUA;LIMA;OYON;OYON;ACARREO Y TRANSPORTE;Gran y Mediana Minería;4/08/2009;4/08/2009
CONSORCIO MINERO HORIZONTE S.A.;ACUMULACION PARCOY Nº 1;LA LIBERTAD;PATAZ;PARCOY;CAÍDAS DE PERSONAS;Gran y Mediana Minería;6/08/2009;6/08/2009
CONSORCIO DE INGENIEROS EJECUTORES MINEROS S.A.;EL COFRE;PUNO;LAMPA;PARATIA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;17/08/2009;17/08/2009
COMPAÑIA MINERA ARES S.A.C.;ARCATA;AREQUIPA;CONDESUYOS;CAYARANI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;14/09/2009;14/09/2009
VOLCAN COMPAÑÍA MINERA S.A.A.;SAN CRISTOBAL;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;23/09/2009;23/09/2009
